Mes/Ano;Ferrovia;TU;TKU
05/2017;RMN;1618289;2503622058
05/2017;RMO;354206;80306004
05/2017;RMP;598502;433225220
05/2017;RMS;1898531;1203577552
06/2017;EFC;14793743;13138963025
06/2017;EFPO;22567;6849028
06/2017;EFVM;11430038;6515141280
06/2017;FCA;3089570;2357267036
06/2017;FNSTN;822071;737451282
06/2017;FTC;227540;17695166
06/2017;FTL;118397;56399644
06/2017;MRS;11761443;5502192737
06/2017;RMN;1629730;2519957059
06/2017;RMO;377061;79306679
06/2017;RMP;399334;334410403
06/2017;RMS;1834865;1158539252
07/2017;EFC;14942213;13285087525
07/2017;EFPO;27057;6700618
07/2017;EFVM;11225028;6314616115
07/2017;FCA;3554139;2426719981
07/2017;FNSTN;789399;732490008
07/2017;FTC;223031;17282702
07/2017;FTL;120763;62650581
07/2017;MRS;11191603;5270437249
07/2017;RMN;1853660;2882609495
07/2017;RMO;365435;81762680
07/2017;RMP;267734;255676020
07/2017;RMS;2127302;1352823948
08/2017;EFC;14613880;13005603517
08/2017;EFPO;13160;3166268
08/2017;EFVM;10700518;6010715186
08/2017;FCA;3245907;2313418100
08/2017;FNSTN;812343;770560645
08/2017;FTC;232513;17974490
08/2017;FTL;115869;52224852
08/2017;MRS;11878983;5584542605
08/2017;RMN;1956437;3063547028
08/2017;RMO;373679;91275464
08/2017;RMP;300860;273014429
08/2017;RMS;2172621;1391223298
09/2017;EFC;15108004;13421340696
09/2017;EFPO;19129;4857550
09/2017;EFVM;10937524;6164839144
09/2017;FCA;3972447;2897447241
09/2017;FNSTN;633797;607279408
09/2017;FTC;228013;17489738
09/2017;FTL;120269;53381370
09/2017;MRS;12077180;5699094180
09/2017;RMN;1807070;2831065632
09/2017;RMO;361898;84914007
09/2017;RMP;298288;268145422
09/2017;RMS;2161098;1386463476
10/2017;EFC;16590416;14776234983
10/2017;EFPO;27714;10586466
10/2017;EFVM;11541867;6487507115
10/2017;FCA;3094883;2209879107
10/2017;FNSTN;749198;698576578
10/2017;FTC;228585;17510420
10/2017;FTL;120589;60641755
10/2017;MRS;11941083;5595785576
10/2017;RMN;2039023;3152960933
10/2017;RMO;348524;77948994
10/2017;RMP;314085;280905196
10/2017;RMS;2005222;1272102767
11/2017;EFC;15983741;14203584717
11/2017;EFPO;54343;21958579
11/2017;EFVM;10826820;6119775451
11/2017;FCA;2676001;1879741548
11/2017;FNSTN;430066;386736151
11/2017;FTC;233263;17899155
11/2017;FTL;121139;55853576
11/2017;MRS;10878413;5049878820
11/2017;RMN;1909494;2945679008
11/2017;RMO;352152;76899538
11/2017;RMP;285134;244544057
11/2017;RMS;1759721;1119561362
12/2017;EFC;17914916;15963235742
12/2017;EFPO;44291;21498102
12/2017;EFVM;10319255;5793600210
12/2017;FCA;2412667;1660009872
12/2017;FNSTN;250485;210522287
12/2017;FTC;190807;14585254
12/2017;FTL;105795;51119938
12/2017;MRS;10485487;4820205443
12/2017;RMN;1791546;2740718424
12/2017;RMO;341471;76322853
12/2017;RMP;344858;286312009
12/2017;RMS;1613942;1030360764
01/2018;EFC;15835632;14173710961
01/2018;EFPO;56884;37796265
01/2018;EFVM;10498819;5944148248
01/2018;FCA;1927304;1111587328
01/2018;FNSTN;193660;165973421
01/2018;FTC;219351;16937508
01/2018;FTL;113500;54782454
01/2018;MRS;9895780;4597732860
01/2018;RMN;1135555;1699531568
01/2018;RMO;353048;80951096
01/2018;RMP;544556;383185016
01/2018;RMS;1329697;832311255
02/2018;EFC;11796542;10607273345
02/2018;EFPO;65043;30254334
02/2018;EFVM;8889643;5019644186
02/2018;FCA;2190257;1410038324
02/2018;FNSTN;331084;289182844
02/2018;FTC;222025;17219690
02/2018;FTL;84395;41536393
02/2018;MRS;9147075;4221440413
02/2018;RMN;1807234;2751135187
02/2018;RMO;329580;74214774
02/2018;RMP;335862;299101333
02/2018;RMS;1453687;917539619
03/2018;EFC;15631476;13978827639
03/2018;EFPO;72846;20555060
03/2018;EFVM;8298328;4598064080
03/2018;FCA;2895236;2150135688
03/2018;FNSTN;1115288;1072269017
03/2018;FTC;234520;18195560
03/2018;FTL;97002;50521869
03/2018;MRS;10756488;5002053293
03/2018;RMN;2100353;3196772336
03/2018;RMO;335692;65530419
03/2018;RMP;298238;266328944
03/2018;RMS;1865018;1186938587
04/2018;EFC;14651351;13126167968
04/2018;EFPO;41993;10103430
04/2018;EFVM;9824672;5398691084
04/2018;FCA;3000273;2206733318
04/2018;FNSTN;1081778;1050115638
04/2018;FTC;238805;18525269
04/2018;FTL;98645;49377866
04/2018;MRS;10568956;4916243549
04/2018;RMN;2013474;3065885178
04/2018;RMO;358746;63396748
04/2018;RMP;251355;218039167
04/2018;RMS;1897514;1217529508
05/2018;EFC;17089984;15320188152
05/2018;EFPO;30619;7366898
05/2018;EFVM;11050046;6153700289
05/2018;FCA;2781125;1898876298
05/2018;FNSTN;849206;815797106
05/2018;FTC;165969;12889282
05/2018;FTL;99234;48052127
05/2018;MRS;11605363;5419223682
05/2018;RMN;1601211;2408100627
05/2018;RMO;373865;52645921
05/2018;RMP;557367;444694919
05/2018;RMS;1937603;1230694322
06/2018;EFC;17958881;16152195061
06/2018;EFPO;20714;4983744
06/2018;EFVM;10607728;5978503101
06/2018;FCA;2836077;1998120082
06/2018;FNSTN;799456;739749043
06/2018;FTC;271218;20854983
06/2018;FTL;106110;50484658
06/2018;MRS;11812972;5547056558
06/2018;RMN;1930874;2871974565
06/2018;RMO;354957;78082152
06/2018;RMP;578429;488803877
06/2018;RMS;2053761;1305396984
07/2018;EFC;18242334;16379906028
07/2018;EFPO;36257;8723360
07/2018;EFVM;10869502;6103527264
07/2018;FCA;3025806;2097089183
07/2018;FNSTN;948869;808250800
07/2018;FTC;236724;18414503
07/2018;FTL;100097;58086958
07/2018;MRS;12295548;5760906093
07/2018;RMN;2187593;3348255483
07/2018;RMO;369685;80377584
07/2018;RMP;474425;510728983
07/2018;RMS;2118046;1348188940
08/2018;EFC;19602968;17629241640
08/2018;EFPO;20009;4814123
08/2018;EFVM;11366308;6409338888
08/2018;FCA;3717782;2789598275
08/2018;FNSTN;750333;718948504
08/2018;FTC;265539;20657775
08/2018;FTL;96187;53958147
08/2018;MRS;12103672;5695479869
08/2018;RMN;2323897;3553847281
08/2018;RMO;379244;84345946
08/2018;RMP;419107;478870402
08/2018;RMS;2209848;1419907421
09/2018;EFC;17915998;16097348269
09/2018;EFPO;6262;1506622
09/2018;EFVM;10527269;5949222612
09/2018;FCA;4639721;3186102811
09/2018;FNSTN;930743;932247703
09/2018;FTC;263336;20340833
09/2018;FTL;86429;48176986
09/2018;MRS;11805464;5505360891
09/2018;RMN;2248191;3428318069
09/2018;RMO;371580;75728854
09/2018;RMP;423160;423152864
09/2018;RMS;2048740;1341224691
10/2018;EFC;19369884;17387433164
10/2018;EFPO;46694;30257262
10/2018;EFVM;10476916;5861228625
10/2018;FCA;2766139;1947852810
10/2018;FNSTN;636668;628891553
10/2018;FTC;271007;20809232
10/2018;FTL;103106;60002129
10/2018;MRS;12749011;5982793319
10/2018;RMN;1974168;2980641292
10/2018;RMO;380828;77439974
10/2018;RMP;517632;493680384
10/2018;RMS;2066881;1343148715
11/2018;EFC;18346205;16518606142
11/2018;EFPO;41966;28187653
11/2018;EFVM;10340149;5842191963
11/2018;FCA;2561804;1806893145
11/2018;FNSTN;655377;631996780
11/2018;FTC;249084;19329400
11/2018;FTL;91358;46059929
11/2018;MRS;11724488;5483371298
11/2018;RMN;2281367;3497217198
11/2018;RMO;355114;71851775
11/2018;RMP;424495;448894329
11/2018;RMS;1850589;1187261219
12/2018;EFC;18965310;17004744508
12/2018;EFPO;29125;16926140
12/2018;EFVM;11522321;6493619065
12/2018;FCA;2618082;1945069507
12/2018;FNSTN;472984;445368859
12/2018;FTC;207309;15968991
12/2018;FTL;94786;49047240
12/2018;MRS;12145114;5632939337
12/2018;RMN;2061304;3117529288
12/2018;RMO;360368;74859990
12/2018;RMP;443575;524255497
12/2018;RMS;1686544;1060424362
01/2019;EFC;15837054;14262265894
01/2019;EFPO;75909;37955978
01/2019;EFVM;10321028;5850198448
01/2019;FCA;1768311;1029922763
01/2019;FNSTN;234246;204325414
01/2019;FTC;236757;18486345
01/2019;FTL;88788;47099254
01/2019;MRS;11559976;5302956494
01/2019;RMN;1746351;2629388533
01/2019;RMO;259105;72884527
01/2019;RMP;474636;489957868
01/2019;RMS;1421214;896922985
02/2019;EFC;14108753;12707568359
02/2019;EFPO;73857;25188293
02/2019;EFVM;7353074;4059048114
02/2019;FCA;4239932;3181353628
02/2019;FNSTN;750156;703063383
02/2019;FTC;241458;18925066
02/2019;FTL;97392;42023264
02/2019;MRS;8870776;4014490464
02/2019;RMN;1703026;2573933848
02/2019;RMO;181407;54551399
02/2019;RMP;275684;330157565
02/2019;RMS;1735458;1095174703
03/2019;EFC;10710738;9612526266
03/2019;EFPO;69650;22929866
03/2019;EFVM;7441073;4063961051
03/2019;FCA;2263271;1941322075
03/2019;FNSTN;1051683;1008141823
03/2019;FTC;243453;19021775
03/2019;FTL;87178;40033045
03/2019;MRS;8469149;3834271261
03/2019;RMN;2265470;3376834347
03/2019;RMO;230046;59570476
03/2019;RMP;417220;424319601
03/2019;RMS;1904441;1200361653
04/2019;EFC;8632996;7615183070
04/2019;EFPO;78201;33665519
04/2019;EFVM;6457289;3479300144
04/2019;FCA;2205117;1845080882
04/2019;FNSTN;860637;846285787
04/2019;FTC;260009;20239647
04/2019;FTL;213596;46915578
04/2019;MRS;7949400;3531603654
04/2019;RMN;1973841;2948207921
04/2019;RMO;298673;62412579
04/2019;RMP;564105;512786907
04/2019;RMS;1667312;1028148062
05/2019;EFC;16573665;15061665130
05/2019;EFPO;66425;29053226
05/2019;EFVM;6783551;3709945403
05/2019;FCA;2849484;2294093045
05/2019;FNSTN;898191;857644845
05/2019;FTC;247950;19596448
05/2019;FTL;171961;53814657
05/2019;MRS;9354267;4205278223
05/2019;RMN;1610354;2361629938
05/2019;RMO;301859;65742864
05/2019;RMP;620272;639681937
05/2019;RMS;1714681;1073261100
06/2019;EFC;18317153;16486014910
06/2019;EFPO;32786;15339977
06/2019;EFVM;7419953;4094803778
06/2019;FCA;2173854;1803205756
06/2019;FNSTN;912407;874749696
06/2019;FTC;248504;19156782
06/2019;FTL;143368;42442545
06/2019;MRS;9304987;4204748822
06/2019;RMN;2409668;3656174325
06/2019;RMO;356328;79512213
06/2019;RMP;480596;563796365
06/2019;RMS;1920917;1199846957
07/2019;EFC;19064303;17168713714
07/2019;EFPO;29442;19067464
07/2019;EFVM;7368192;4069938401
07/2019;FCA;2150410;1727125160
07/2019;FNSTN;821495;802044402
07/2019;FTC;251676;19648853
07/2019;FTL;177388;53589324
07/2019;MRS;9583584;4305746177
07/2019;RMN;2686391;4074480335
07/2019;RMO;402059;83297885
07/2019;RMP;522644;621031760
07/2019;RMS;2183971;1406991195
08/2019;EFPO;46431;26489453
08/2019;RMN;2513332;3793902763
08/2019;RMO;381722;78589255
08/2019;RMP;448564;530191489
08/2019;RMS;2204375;1418936184
